,quicksort,mergesort,heapsort
0,0.04041490000000181,0.07243139999999926,0.06757559999999785
1,0.041190099999994345,0.07277600000000461,0.06832479999999919
2,0.042463400000002594,0.07257740000000013,0.06828219999999874
3,0.0413131999999905,0.07253919999999425,0.06894560000000638
4,0.04099410000000603,0.07246489999999994,0.06795160000001488
5,0.040822200000008024,0.07275070000000028,0.06998129999999492
6,0.04060679999997774,0.07256580000000667,0.06822230000000218
7,0.04249499999997397,0.07217719999999872,0.06832700000001068
8,0.04109220000000846,0.07257930000000101,0.0680228000000227
9,0.040770500000007814,0.07280030000001148,0.06842340000000036
10,0.04078029999999444,0.07218290000000138,0.06922450000001845
11,0.041293799999976954,0.07259770000001708,0.06811770000001616
12,0.04070150000001149,0.07259070000000634,0.06782799999999156
13,0.04095420000001582,0.07286309999997798,0.06855360000000132
14,0.040579699999995,0.07259870000001456,0.0681109999999876
15,0.04071790000000419,0.07263180000001057,0.068351100000001
16,0.04096979999999917,0.0729618999999957,0.06817380000001094
17,0.04129839999998808,0.07239680000000703,0.06803859999999418
18,0.04054239999999254,0.07270069999998441,0.06938439999998991
19,0.04041190000000938,0.07278129999997418,0.06820749999999975
20,0.04046829999998636,0.07294099999998593,0.06865670000001955
21,0.04079860000001645,0.07253410000001281,0.06785440000001586
22,0.041066900000004125,0.07232030000000123,0.06776049999999145
23,0.040753599999987955,0.07246699999998896,0.0676593999999966
24,0.04070120000000088,0.07232799999999884,0.0685551999999916
25,0.04216490000001727,0.07304360000000543,0.07030690000001982
26,0.04064189999999712,0.07261570000000006,0.06831300000001761
27,0.040613699999994424,0.0723354999999799,0.06797220000001403
28,0.04066750000001207,0.07246519999998213,0.06784580000001483
29,0.04099310000000855,0.07261019999998553,0.0682540999999901
30,0.040364500000009684,0.07279289999999605,0.06825150000000235
31,0.040733499999987544,0.07244259999998803,0.06779330000000527
32,0.04064980000001128,0.07327330000001098,0.06813809999999876
33,0.04082889999997974,0.0727508999999884,0.06805019999998763
34,0.04100679999999102,0.07264799999998672,0.06796779999999103
35,0.04078649999999584,0.07242710000002717,0.06809580000000892
36,0.04072210000001064,0.07253429999997252,0.06783550000000105
37,0.05828940000000671,0.07252679999999145,0.06881500000000074
38,0.04081949999999779,0.07263580000000047,0.06786299999998846
