,quicksort,mergesort,heapsort
0,0.0861110999999255,0.0852417000000969,0.08829030000015337
1,0.07632719999992332,0.07801180000001295,0.07671819999995932
2,0.07615859999987151,0.07644470000013825,0.07771910000019489
3,0.07717509999997674,0.07641429999989668,0.07666559999984202
4,0.07658059999994293,0.07625270000016826,0.07617400000003727
5,0.07604779999996936,0.0763761999999133,0.07603210000002036
6,0.07627620000016577,0.07844100000011167,0.07610399999998663
7,0.07655730000010408,0.07679399999983616,0.07629599999995662
8,0.07722609999996166,0.07665989999986778,0.0760342999999466
9,0.0760450000000219,0.07613420000006954,0.07641239999998106
10,0.07700750000003609,0.07621870000002673,0.0774783000001662
11,0.07648029999995742,0.07614810000018224,0.07629270000006727
12,0.07658330000003843,0.07700069999987136,0.07710560000032274
13,0.07780490000004647,0.07656840000004195,0.07605330000023969
14,0.076545299999907,0.07731999999987238,0.07664109999996072
15,0.07621300000005249,0.07795690000011746,0.07618259999981092
16,0.07622390000005907,0.07619599999998172,0.07664010000007693
17,0.07650990000001912,0.07673209999984465,0.07668490000014572
18,0.07731079999985013,0.07637740000018312,0.076847600000292
19,0.07672509999997601,0.07681690000003982,0.07660450000003038
20,0.07615549999991345,0.07652789999997367,0.07673400000021502
21,0.07615630000009332,0.07625759999996262,0.07603610000023764
22,0.0762793999999758,0.0763417999999092,0.07617200000004232
23,0.0764851000001272,0.07656429999997272,0.07600610000008601
24,0.07677910000006705,0.07636040000011235,0.0763011999997616
25,0.07594610000001012,0.07635539999978391,0.07630359999984648
26,0.07610350000004473,0.07663460000003397,0.07615809999970224
27,0.07631919999994352,0.0760654999999133,0.07613420000006954
28,0.07769099999995888,0.07633710000004612,0.07661210000014762
29,0.07665990000009515,0.07610209999984363,0.07662759999993796
30,0.07600370000000112,0.07649940000010247,0.07633450000002995
31,0.07625400000006266,0.08201539999981833,0.07615390000000843
32,0.07699690000004011,0.076060200000029,0.07695439999997689
33,0.076081300000169,0.07615869999995084,0.07642810000015743
34,0.0762801999999283,0.09572270000012395,0.0762363999997433
35,0.07652839999991556,0.07655770000019402,0.07662889999983236
36,0.07679279999979371,0.07650590000002921,0.07622560000027079
37,0.07625859999984641,0.07617989999994279,0.0776229000002786
38,0.07651640000017323,0.082570700000133,0.07749240000021018
39,0.07838900000001559,0.07602249999990818,0.07773059999999532
40,0.07647810000003119,0.07632280000007086,0.07713710000007268
41,0.07612889999995787,0.07720979999999145,0.07590359999994689
42,0.07676010000000133,0.07645830000001297,0.07629850000012084
43,0.07661040000016328,0.07644610000011198,0.07959239999991041
44,0.08305150000001049,0.07618309999998019,0.07639710000012201
45,0.07710580000002665,0.07633759999998802,0.07795299999997951
46,0.07822950000013407,0.07626720000007481,0.07619650000015099
47,0.07821340000009513,0.07636990000014521,0.07606970000006186
48,0.07656080000015208,0.07644219999997404,0.07611190000034185
49,0.07596330000001217,0.07694709999987026,0.07601539999996021
