,quicksort,mergesort,heapsort
0,0.6116063999998005,0.6745344000000841,0.6683778999995411
1,0.6705066000004081,0.6677921999998944,0.6725739000003159
2,0.6708160999996835,0.6709100999996735,0.6722732999996879
3,0.6720559999994293,0.6705517999998847,0.6667512000003626
4,0.6701523000001544,0.6671707999994396,0.6695147000000361
5,0.673829599999408,0.6670267999998032,0.6702284999992116
6,0.6699625000001106,0.6709067000001596,0.6708611000003657
7,0.6764926999994714,0.6704877000001943,0.6773106999999072
8,0.6682961000005889,0.6716177000007519,0.6722837999996045
9,0.6675184000005174,0.6702386999995724,0.6672767999998541
10,0.671820900000057,0.6694219000000885,0.668532800000321
11,0.7677415999996811,0.6704388999996809,0.6691954999996597
12,0.672668999999587,0.6705670999999711,0.6889898999997968
13,0.6698821999998472,0.7037268999993103,0.7119796999995742
14,0.6677456000006714,0.6681095000003552,0.6682834000002913
15,0.669883800000207,0.6667002999993201,0.6666501999998218
16,0.6705460000002859,0.6686390000004394,0.7054152000000613
17,0.672954500000742,0.6666469000001598,0.6698302000004333
18,0.6692041999995126,0.6750927000002775,0.6725771999999779
19,0.669374300000527,0.6705201000004308,0.6713498999997682
20,0.6706367999995564,0.6713430000008884,0.6700286999994205
21,0.6685073999997257,0.6734612000000197,0.6674669000003632
22,0.6700270000001183,0.6684918000000835,0.6750840000004246
23,0.6691480999998021,0.6743112999993173,0.6697692999996434
24,0.6698071000000709,0.6697438000001057,0.6725806999993438
25,0.6690951999999015,0.670183299999735,0.6865317000001596
26,0.6718850999995993,0.6722429000001284,0.6721069999994143
27,0.6697652000002563,0.6685907999999472,0.6704975000002378
28,0.6719920999994429,0.670825899999727,0.6709320999998454
29,0.6727907000004052,0.673243199999888,0.6692566000001534
30,0.67247210000005,0.6716400999994221,0.6889352999996845
31,0.6686762999997882,0.6747375999993892,0.6699380999998539
32,0.6686463999994885,0.6770350999995571,0.6735085999998773
33,0.6707053999998607,0.6701870000006238,0.6693681999995533
34,0.6688598000000638,0.8144742000004044,0.6802328000003399
35,0.6677730000001247,0.6704293000002508,0.6699587000002794
36,0.6694321999993917,0.6789771000003384,0.669098600000325
37,0.6737780000003113,0.686012799999844,0.6705078000004505
38,0.6682561999996324,0.6733799000003273,0.6714421999995466
39,0.672848499999418,0.674004700000296,0.6722122000001036
40,0.6692291999997906,0.6742515000005369,0.6702456999992137
41,0.6794037999998181,0.6684095000000525,0.6729282000005696
42,0.6689698999998654,0.6648024000005535,0.6716470000001209
43,0.6715118000001894,0.6708521000000474,0.6685907000000952
44,0.6773314000001847,0.6719336999994994,0.6741646000000401
45,0.6684953999993013,0.6726533000000927,0.6698147999995854
46,0.6710361000004923,0.6679664000002958,0.6667326000006142
47,0.6696341000006214,0.6665369000002102,0.6743478999997023
48,0.669887999999446,0.6686208999999508,0.6677527000001646
49,0.6693059999997786,0.6652129999993122,0.6699381999997058
