,quicksort,mergesort,heapsort
0,0.010446199999933015,0.00841200000002118,0.00826829999994061
1,0.008613500000024032,0.008456300000034389,0.008242299999892566
2,0.008397400000035304,0.008226000000036038,0.008274899999946683
3,0.009709000000043488,0.008316199999967466,0.008225900000070396
4,0.008548300000029485,0.008259700000053272,0.008196699999984958
5,0.010684100000048602,0.008278000000018437,0.00835030000007464
6,0.008910799999966912,0.011486699999977645,0.010233500000026652
7,0.00845860000003995,0.008656800000039766,0.008436299999971197
8,0.008406400000012582,0.008272500000089167,0.008246200000030512
9,0.008479599999986931,0.008508500000061758,0.008290399999964393
10,0.00820889999999963,0.00832059999993362,0.008271700000022975
11,0.008331400000088252,0.008294200000023011,0.008473299999991468
12,0.008179300000051626,0.008294199999909324,0.008208500000023378
13,0.008256399999936548,0.00839009999992868,0.008211700000060773
14,0.008256500000015876,0.008304299999963405,0.008217899999976908
15,0.008422999999993408,0.008304899999984627,0.008235099999978956
16,0.008122899999989386,0.008198399999969297,0.008176499999990483
17,0.008259900000098241,0.00825889999998708,0.008339599999999336
18,0.008162400000060188,0.008439599999974234,0.008182400000009693
19,0.00826289999997698,0.0085222000000158,0.008203099999946062
20,0.008240600000021914,0.008225599999946098,0.008244099999956234
21,0.008359100000006947,0.008233900000050198,0.008275299999922936
22,0.008179400000017267,0.008256700000060846,0.00818939999999202
23,0.00816629999997076,0.008305999999947744,0.00832819999993717
24,0.008180100000004131,0.00825720000000274,0.008209599999986494
25,0.008264199999985067,0.008321399999999812,0.0082335999999259
26,0.008187299999917741,0.008208800000033989,0.008472299999993993
27,0.008325399999989713,0.00821690000009312,0.008237100000087594
28,0.008171200000106182,0.008194199999934426,0.008506899999929374
29,0.008226299999932962,0.008202800000049137,0.008387900000002446
30,0.008198300000003655,0.009674500000073749,0.008190300000023853
31,0.008349700000053417,0.008367900000052941,0.00824950000003355
32,0.008234299999912764,0.008163500000023305,0.00823420000006081
33,0.008334100000070066,0.00823800000000574,0.00830509999991591
34,0.00959849999992457,0.008183899999949062,0.008302400000047783
35,0.00822769999990669,0.008244900000022426,0.009700500000008105
36,0.008260100000029524,0.008189499999957661,0.008199699999977383
37,0.008266199999980017,0.008286399999974492,0.008226999999919826
38,0.008900299999936578,0.00816640000005009,0.00817810000000918
39,0.008688399999982721,0.008258700000055796,0.00821849999999813
40,0.008307800000011412,0.008204400000067835,0.008241999999995642
41,0.008314700000028097,0.008310299999948256,0.008341500000028645
42,0.008257599999978993,0.008186199999954624,0.0081859000000577
43,0.008385399999951915,0.008375400000090849,0.008233300000028976
44,0.008272799999986091,0.008282699999995202,0.008212700000058248
45,0.008410700000013094,0.008464300000014191,0.00823549999995521
46,0.00825649999990219,0.008196300000008705,0.008256300000084593
47,0.008363099999996848,0.008278300000029049,0.008323899999936657
48,0.0081023999999843,0.008234599999923375,0.008155800000054114
49,0.00832059999993362,0.008340999999973064,0.008273599999938597
